,operateur,libelle_categorie_consommation,libelle_grand_secteur,libelle_secteur_naf2,conso,pdl,indqual,nombre_mailles_secretisees,libelle_region
2823,Régie municipale d'électricité de La Bresse,Petits professionels,Industrie,0,339.886,34,0.503,0,Grand Est
2824,Régie municipale d'électricité de La Bresse,Résidentiel,Résidentiel,0,19083.364,3809,0.433,0,Grand Est
2825,Régie municipale d'électricité de Laruns,0,Secteur Inconnu,0,3618.0,295,0.5,0,Nouvelle-Aquitaine
2826,Régie municipale d'électricité de Loos,Entreprises,Industrie,Industries alimentaires,219.095,2,1.0,0,Hauts-de-France
2827,Régie municipale d'électricité de Loos,Entreprises,Industrie,Autres industries manufacturières,895.037,4,1.0,0,Hauts-de-France
2828,Régie municipale d'électricité de Loos,Entreprises,Tertiaire,"Programmation, conseil et autres activités informatiques",131.427,1,1.0,0,Hauts-de-France
2829,Régie municipale d'électricité de Mazeres,Entreprises,Industrie,Fabrication d'autres matériels de transport,876.0,2,0.0,0,Occitanie
2830,Régie municipale d'électricité de Mazeres,Entreprises,Tertiaire,Activités des sièges sociaux ; conseil de gestion,339.0,1,0.0,0,Occitanie
2831,Régie municipale d'électricité de Mazeres,Entreprises,Tertiaire,Activités administratives et autres activités de soutien aux entreprises,12.0,1,0.0,0,Occitanie
2832,Régie municipale d'électricité de Mazeres,Entreprises,Tertiaire,Enseignement,155.0,1,0.0,0,Occitanie
2833,Régie municipale d'électricité de Mercus,Entreprises,Tertiaire,Hébergement,40.0,1,1.0,0,Occitanie
2834,Régie municipale d'électricité de Salins les Bains,Entreprises,Industrie,Industries alimentaires,674.993,4,0.814,0,Bourgogne-Franche-Comté
2835,Régie municipale d'électricité de Salins les Bains,Entreprises,Tertiaire,"Captage, traitement et distribution d'eau",296.775,3,0.802,0,Bourgogne-Franche-Comté
2836,Régie municipale d'électricité de Salins les Bains,Entreprises,Tertiaire,"Commerce de gros, à l'exception des automobiles et des motocycles",117.057,1,1.0,0,Bourgogne-Franche-Comté
2837,Régie municipale d'électricité de Salins les Bains,Petits professionels,Industrie,0,514.148,26,0.308,0,Bourgogne-Franche-Comté
2838,Régie municipale d'électricité de Saverdun,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",23.0,1,1.0,0,Occitanie
2839,Régie municipale d'électricité de Tarascon sur Ariège,Petits professionels,Tertiaire,0,2439.0,330,1.0,0,Occitanie
2840,Régie municipale d'électricité de Varilhes,Entreprises,Industrie,Travaux de construction spécialisés,51.0,1,0.0,0,Occitanie
2841,Régie municipale d'électricité de Varilhes,Entreprises,Tertiaire,Collecte et traitement des eaux usées,188.0,1,0.0,0,Occitanie
2842,Régie municipale d'électricité de Varilhes,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,728.0,4,0.0,0,Occitanie
2844,Régie municipale d'électricité de Villarodin-Bourget,0,Tertiaire,0,2531.0,101,0.0,0,Auvergne-Rhône-Alpes
2845,Régie municipale d'électricité et de télédistribution de Marange-Silvange,Entreprises,Tertiaire,Hébergement,66.968,1,0.834,0,Grand Est
2846,Régie municipale d'électricité et de télédistribution de Marange-Silvange,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,118.657,2,0.906,0,Grand Est
2847,Régie municipale d'électricité et de télédistribution de Rombas,Entreprises,Industrie,Construction de bâtiments,60.515,1,0.0,0,Grand Est
2848,Régie municipale d'électricité et de télédistribution de Rombas,Petits professionels,Tertiaire,0,194.029,20,0.172,0,Grand Est
2849,Régie municipale d'électricité et de télédistribution de Rombas,Petits professionels,Secteur Inconnu,0,3085.032,524,0.516,0,Grand Est
2850,Régie municipale d'électricité et de télédistribution de Talange,Entreprises,Industrie,Industries alimentaires,208.637,3,0.897,0,Grand Est
2851,Régie municipale d'électricité et de télédistribution de Talange,Entreprises,Industrie,Imprimerie et reproduction d'enregistrements,109.934,1,0.896,0,Grand Est
2852,Régie municipale d'électricité et de télédistribution de Talange,Entreprises,Tertiaire,Activités de location et location-bail,80.851,1,0.881,0,Grand Est
2853,Régie municipale d'électricité et de télédistribution de Talange,Entreprises,Tertiaire,Activités pour la santé humaine,68.959,1,0.905,0,Grand Est
2854,Régie municipale d'energie électrique de Quillan,Petits professionels,Tertiaire,0,1765.678,39,0.077,0,Occitanie
2855,Régie municipale électrique Les Houches,Petits professionels,Tertiaire,0,371.574,35,0.582,0,Auvergne-Rhône-Alpes
2856,Régie municipale gaz électricité de Bonneville,Entreprises,Industrie,Travaux de construction spécialisés,511.022,10,0.411,0,Auvergne-Rhône-Alpes
2857,Régie municipale gaz électricité de Bonneville,Entreprises,Tertiaire,Collecte et traitement des eaux usées,1694.871,1,1.0,0,Auvergne-Rhône-Alpes
2858,Régie municipale gaz électricité de Bonneville,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",1100.444,5,0.918,0,Auvergne-Rhône-Alpes
2859,Régie municipale gaz électricité de Bonneville,Entreprises,Tertiaire,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",115.704,1,0.0,0,Auvergne-Rhône-Alpes
2860,Régie municipale gaz électricité de Bonneville,Entreprises,Tertiaire,"Activités des services financiers, hors assurance et caisses de retraite",105.258,2,0.861,0,Auvergne-Rhône-Alpes
2861,Régie municipale gaz électricité de Bonneville,Entreprises,Tertiaire,Autres services personnels,260.218,1,0.882,0,Auvergne-Rhône-Alpes
2862,Régie municipale gaz électricité de Bonneville,Petits professionels,Tertiaire,0,815.343,73,0.487,0,Auvergne-Rhône-Alpes
2863,Régie municipale gaz électricité de Sallanches,Entreprises,Industrie,Construction de bâtiments,35.175,1,0.0,0,Auvergne-Rhône-Alpes
2864,Régie municipale gaz électricité de Sallanches,Entreprises,Tertiaire,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",264.453,2,0.851,0,Auvergne-Rhône-Alpes
2865,Régie municipale gaz électricité de Sallanches,Entreprises,Tertiaire,"Activités des services financiers, hors assurance et caisses de retraite",146.414,2,0.243,0,Auvergne-Rhône-Alpes
2866,Régie SDED Erôme-Gervans,0,Secteur Inconnu,0,860.0,85,0.0,0,Auvergne-Rhône-Alpes
2867,Régie Services Energie,Entreprises,Agriculture,0,1241.422,16,0.91,0,Auvergne-Rhône-Alpes
2868,Régie Services Energie,Entreprises,Industrie,Fabrication de textiles,126.562,3,0.897,0,Auvergne-Rhône-Alpes
2869,Régie Services Energie,Entreprises,Industrie,Fabrication de produits en caoutchouc et en plastique,3854.406,1,1.0,0,Auvergne-Rhône-Alpes
2870,Régie Services Energie,Entreprises,Industrie,Métallurgie,290.272,2,0.918,0,Auvergne-Rhône-Alpes
2871,Régie Services Energie,Entreprises,Industrie,Fabrication de machines et équipements n.c.a.,24.505,1,0.898,0,Auvergne-Rhône-Alpes
2872,Régie Services Energie,Entreprises,Industrie,Génie civil,178.357,2,0.919,0,Auvergne-Rhône-Alpes
2873,Régie Services Energie,Entreprises,Industrie,Travaux de construction spécialisés,94.426,2,0.827,0,Auvergne-Rhône-Alpes
2874,Régie Services Energie,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,495.697,9,0.875,0,Auvergne-Rhône-Alpes
2875,Régie Services Energie,Entreprises,Tertiaire,Action sociale sans hébergement,144.276,2,0.893,0,Auvergne-Rhône-Alpes
2876,Régie Services Energie,Entreprises,Tertiaire,Activités des organisations associatives,314.194,3,0.91,0,Auvergne-Rhône-Alpes
2877,Régie Services Energie,Petits professionels,Industrie,0,1351.242,84,0.0665,0,Auvergne-Rhône-Alpes
2878,Régies municipales d'électricité de Cazeres,Entreprises,Secteur Inconnu,0,1113.0,17,0.5,0,Occitanie
2879,Réséda,Entreprises,Industrie,Fabrication de textiles,61.794,1,1.0,0,Grand Est
2880,Réséda,Entreprises,Industrie,Industrie de l'habillement,64.598,2,1.0,0,Grand Est
2881,Réséda,Entreprises,Industrie,Industrie chimique,2461.685,3,1.0,0,Grand Est
2882,Réséda,Entreprises,Industrie,Industrie pharmaceutique,2704.126,1,1.0,0,Grand Est
2883,Réséda,Entreprises,Industrie,Métallurgie,3131.205,2,0.992,0,Grand Est
2884,Réséda,Entreprises,Industrie,Industrie automobile,198467.467,10,1.0,0,Grand Est
2885,Réséda,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",54305.69,45,0.945,0,Grand Est
2886,Réséda,Entreprises,Tertiaire,Collecte et traitement des eaux usées,8884.94,15,1.0,0,Grand Est
2887,Réséda,Entreprises,Tertiaire,Transports terrestres et transport par conduites,6069.588,23,1.0,0,Grand Est
2888,Réséda,Entreprises,Tertiaire,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",1537.137,2,1.0,0,Grand Est
2889,Réséda,Entreprises,Tertiaire,"Activités des services financiers, hors assurance et caisses de retraite",10565.06,59,0.974,0,Grand Est
2890,Réséda,Entreprises,Tertiaire,Activités immobilières,22040.529,216,0.993,0,Grand Est
2891,Réséda,Entreprises,Tertiaire,Activités des sièges sociaux ; conseil de gestion,10183.203,74,0.99,0,Grand Est
2892,Réséda,Entreprises,Tertiaire,Activités liées à l'emploi,8.713,1,0.0,0,Grand Est
2893,Réséda,Entreprises,Tertiaire,Enquêtes et sécurité,252.649,2,1.0,0,Grand Est
2894,Réséda,Entreprises,Tertiaire,Action sociale sans hébergement,6925.163,38,1.0,0,Grand Est
2895,Réséda,Entreprises,Tertiaire,Réparation d'ordinateurs et de biens personnels et domestiques,24.49,1,1.0,0,Grand Est
2896,RTE,Entreprises,Industrie,Fabrication d'autres produits minéraux non métalliques,50180.455,1,1.0,0,Île-de-France
2897,RTE,Entreprises,Industrie,Métallurgie,846618.546,7,1.0,0,Île-de-France
2898,RTE,Entreprises,Tertiaire,Recherche-développement scientifique,68809.241,1,1.0,0,Bourgogne-Franche-Comté
2899,RTE,Entreprises,Industrie,Industrie pharmaceutique,73721.982,2,1.0,0,Normandie
2900,RTE,Entreprises,Tertiaire,"Collecte, traitement et élimination des déchets ; récupération",5709.109,2,1.0,0,Normandie
2901,RTE,Entreprises,Tertiaire,Recherche-développement scientifique,29067.078,1,1.0,0,Normandie
2902,RTE,Entreprises,Industrie,Industrie automobile,424606.985,9,1.0,0,Hauts-de-France
2903,RTE,Entreprises,Industrie,Métallurgie,2188577.494,24,1.0,0,Grand Est
2904,RTE,Entreprises,Industrie,Industrie automobile,377582.295,3,1.0,0,Grand Est
2905,RTE,Entreprises,Industrie,Industrie du papier et du carton,78595.522,3,1.0,0,Pays de la Loire
2906,RTE,Entreprises,Industrie,Industrie chimique,118266.927,1,1.0,0,Pays de la Loire
2907,RTE,Entreprises,Tertiaire,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,43743.997,1,1.0,0,Pays de la Loire
2908,RTE,Entreprises,Industrie,Industries alimentaires,13354.744,2,1.0,0,Nouvelle-Aquitaine
2909,RTE,Entreprises,Industrie,Industrie chimique,628960.535,11,1.0,0,Nouvelle-Aquitaine
2910,RTE,Entreprises,Industrie,"Fabrication de produits métalliques, à l'exception des machines et des équipements",51006.411,3,1.0,0,Nouvelle-Aquitaine
2911,RTE,Entreprises,Tertiaire,Entreposage et services auxiliaires des transports,137908.436,5,1.0,0,Nouvelle-Aquitaine
2912,RTE,Entreprises,Industrie,Industrie chimique,286576.231,9,1.0,0,Occitanie
2913,RTE,Entreprises,Industrie,Fabrication d'autres matériels de transport,142675.021,3,1.0,0,Occitanie
2914,RTE,Entreprises,Industrie,Industrie du papier et du carton,387792.424,7,1.0,0,Auvergne-Rhône-Alpes
2915,RTE,Entreprises,Industrie,Fabrication d'autres produits minéraux non métalliques,836100.251,19,1.0,0,Auvergne-Rhône-Alpes
2916,RTE,Entreprises,Industrie,Industrie automobile,168163.015,2,1.0,0,Auvergne-Rhône-Alpes
2917,RTE,Entreprises,Industrie,Cokéfaction et raffinage,686464.868,5,1.0,0,Provence-Alpes-Côte d'Azur
2918,RTE,Entreprises,Industrie,0,86046.225,3,1.0,0,Provence-Alpes-Côte d'Azur
2919,SAEML Hunelec,Entreprises,Tertiaire,Enseignement,107.061,1,0.85,0,Grand Est
2920,SAEML Hunelec,Petits professionels,Industrie,0,58.385,5,0.362,0,Grand Est
2921,SEM Beauvois Distrelec,Résidentiel,Résidentiel,0,3868.0,949,0.67,0,Hauts-de-France
2922,SICAE de l'Aisne,Résidentiel,Résidentiel,0,374.69,89,0.0112,0,Grand Est
2923,SICAE de la Somme et du Cambraisis,Entreprises,Industrie,Fabrication de machines et équipements n.c.a.,115.0,2,1.0,0,Hauts-de-France
2924,SICAE de la Somme et du Cambraisis,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",4349.0,2,1.0,0,Hauts-de-France
2925,SICAE de la Somme et du Cambraisis,Entreprises,Tertiaire,Activités immobilières,393.0,4,1.0,0,Hauts-de-France
2926,SICAE de la Somme et du Cambraisis,Entreprises,Tertiaire,Enseignement,121.0,2,1.0,0,Hauts-de-France
2927,SICAE de la Somme et du Cambraisis,Petits professionels,Tertiaire,0,13451.0,1895,0.93,0,Hauts-de-France
2928,SICAE de la vallée du Sausseron,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",193.0,1,1.0,0,Île-de-France
2929,SICAE Oise,Entreprises,Industrie,Construction de bâtiments,770.952,9,1.0,0,Hauts-de-France
2930,SICAE Oise,Entreprises,Tertiaire,Transports terrestres et transport par conduites,5369.014,22,1.0,0,Hauts-de-France
2931,SICAE Oise,Entreprises,Tertiaire,Entreposage et services auxiliaires des transports,22127.431,34,1.0,0,Hauts-de-France
2932,SICAE Oise,Entreprises,Tertiaire,Hébergement,3217.033,12,1.0,0,Hauts-de-France
2933,SICAE Oise,Entreprises,Tertiaire,"Activités des services financiers, hors assurance et caisses de retraite",324.169,6,1.0,0,Hauts-de-France
2934,SICAE Oise,Entreprises,Tertiaire,Activités immobilières,16170.97,42,1.0,0,Hauts-de-France
2935,SICAE Oise,Entreprises,Tertiaire,Activités vétérinaires,54.0,1,1.0,0,Hauts-de-France
2936,SICAE Oise,Entreprises,Tertiaire,Activités pour la santé humaine,1249.953,4,1.0,0,Hauts-de-France
2937,SICAE Oise,Entreprises,Tertiaire,Activités des organisations associatives,271.804,3,1.0,0,Hauts-de-France
2938,SICAE Oise,Entreprises,Tertiaire,Autres services personnels,814.404,4,1.0,0,Hauts-de-France
2939,SICAE Oise,Petits professionels,Industrie,0,3061.757,175,0.441,0,Hauts-de-France
2940,SICAP,Entreprises,Industrie,Imprimerie et reproduction d'enregistrements,41882.0,1,1.0,0,Centre-Val de Loire
2941,SICAP,Entreprises,Industrie,Industrie chimique,6158.0,1,1.0,0,Centre-Val de Loire
2942,SICAP,Entreprises,Industrie,Fabrication d'autres produits minéraux non métalliques,2756.0,2,1.0,0,Centre-Val de Loire
2943,SICAP,Entreprises,Industrie,"Fabrication de produits informatiques, électroniques et optiques",1806.0,1,1.0,0,Centre-Val de Loire
2944,SICAP,Entreprises,Tertiaire,Restauration,834.0,5,1.0,0,Centre-Val de Loire
2945,SICAP,Entreprises,Tertiaire,"Activités des services financiers, hors assurance et caisses de retraite",6129.0,3,1.0,0,Centre-Val de Loire
2946,SICAP,Entreprises,Tertiaire,Activités juridiques et comptables,187.0,2,1.0,0,Centre-Val de Loire
2947,SICAP,Entreprises,Tertiaire,Activités administratives et autres activités de soutien aux entreprises,54.0,2,1.0,0,Centre-Val de Loire
2948,SICAP,Petits professionels,Secteur Inconnu,0,1649.0,363,0.5,0,Centre-Val de Loire
2949,SOREA,Entreprises,Tertiaire,Activités des sièges sociaux ; conseil de gestion,186.332,2,0.0,0,Auvergne-Rhône-Alpes
2950,SRD,Entreprises,Agriculture,0,26.0,1,1.0,0,Centre-Val de Loire
2952,SRD,Entreprises,Secteur Inconnu,0,128.0,4,1.0,0,Pays de la Loire
2954,SRD,Petits professionels,Secteur Inconnu,0,75.0,28,0.904,0,Pays de la Loire
2955,SRD,Entreprises,Industrie,Industries alimentaires,49599.0,67,1.0,0,Nouvelle-Aquitaine
2956,SRD,Entreprises,Industrie,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",1196.0,13,1.0,0,Nouvelle-Aquitaine
2957,SRD,Entreprises,Industrie,Cokéfaction et raffinage,34.0,1,1.0,0,Nouvelle-Aquitaine
2958,SRD,Entreprises,Industrie,Fabrication de machines et équipements n.c.a.,14929.0,19,0.997,0,Nouvelle-Aquitaine
2959,SRD,Entreprises,Industrie,Construction de bâtiments,648.0,12,0.73,0,Nouvelle-Aquitaine
2960,SRD,Entreprises,Industrie,Travaux de construction spécialisés,2142.0,40,1.0,0,Nouvelle-Aquitaine
2961,SRD,Entreprises,Tertiaire,"Commerce de gros, à l'exception des automobiles et des motocycles",29903.0,133,0.997,0,Nouvelle-Aquitaine
2962,SRD,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",21687.0,61,0.995,0,Nouvelle-Aquitaine
2963,SRD,Entreprises,Tertiaire,Transports par eau,1464.0,22,0.913,0,Nouvelle-Aquitaine
2964,SRD,Entreprises,Tertiaire,Hébergement,15262.0,28,0.993,0,Nouvelle-Aquitaine
2965,SRD,Entreprises,Tertiaire,Programmation et diffusion,1007.0,13,1.0,0,Nouvelle-Aquitaine
2966,SRD,Entreprises,Tertiaire,Activités des sièges sociaux ; conseil de gestion,4178.0,28,0.983,0,Nouvelle-Aquitaine
2967,SRD,Entreprises,Tertiaire,Activités vétérinaires,83.0,2,1.0,0,Nouvelle-Aquitaine
2968,SRD,Entreprises,Tertiaire,Enquêtes et sécurité,99.0,2,0.758,0,Nouvelle-Aquitaine
2969,SRD,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,13824.0,247,0.992,0,Nouvelle-Aquitaine
2970,SRD,Entreprises,Tertiaire,Action sociale sans hébergement,3389.0,21,1.0,0,Nouvelle-Aquitaine
2971,SRD,Entreprises,Tertiaire,"Activités créatives, artistiques et de spectacle",51.0,3,1.0,0,Nouvelle-Aquitaine
2972,Strasbourg Électricité Réseaux,Entreprises,Agriculture,0,26885.0,228,1.0,0,Grand Est
2973,Strasbourg Électricité Réseaux,Entreprises,Industrie,Cokéfaction et raffinage,86.0,1,1.0,0,Grand Est
2974,Strasbourg Électricité Réseaux,Entreprises,Industrie,Industrie chimique,266807.0,22,1.0,0,Grand Est
2975,Strasbourg Électricité Réseaux,Entreprises,Industrie,Fabrication d'équipements électriques,84480.0,37,1.0,0,Grand Est
